facility_id,fiscal_year,amount_usd,funder_name,funder_type,program,relation,source_url,confidence,notes
9b4911f8fe1a9ebd,2017,633000,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA17NOS4200119_013,high,USAspending CFDA 11.420 award(s): NA17NOS4200119
9b4911f8fe1a9ebd,2018,700000,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA18NOS4200118_013,high,USAspending CFDA 11.420 award(s): NA18NOS4200118
9b4911f8fe1a9ebd,2019,760450,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA18NOS4200118_013,high,USAspending CFDA 11.420 award(s): NA18NOS4200118
9b4911f8fe1a9ebd,2020,728214,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA20NOS4200167_013,high,USAspending CFDA 11.420 award(s): NA20NOS4200167
9b4911f8fe1a9ebd,2021,758125,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA20NOS4200167_013,high,USAspending CFDA 11.420 award(s): NA20NOS4200167
9b4911f8fe1a9ebd,2022,856006,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA22NOS4200150_013,high,USAspending CFDA 11.420 award(s): NA22NOS4200150
9b4911f8fe1a9ebd,2023,941607,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA22NOS4200150_013,high,USAspending CFDA 11.420 award(s): NA22NOS4200150
449c081d421f2116,2019,770800,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA19NOS4200050_013,high,USAspending CFDA 11.420 award(s): NA19NOS4200050
449c081d421f2116,2022,780500,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA22NOS4200039_013,high,USAspending CFDA 11.420 award(s): NA22NOS4200039
449c081d421f2116,2023,1017113,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA23NOS4200174_013,high,USAspending CFDA 11.420 award(s): NA23NOS4200174
449c081d421f2116,2024,880967,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA24NOSX420C0040_013,high,USAspending CFDA 11.420 award(s): NA24NOSX420C0040
960fc51b86672cc2,2015,618811,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA15NOS4200100_013,high,USAspending CFDA 11.420 award(s): NA15NOS4200100
960fc51b86672cc2,2016,659720,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA16NOS4200088_013,high,USAspending CFDA 11.420 award(s): NA16NOS4200088
960fc51b86672cc2,2017,663883,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA17NOS4200045_013,high,USAspending CFDA 11.420 award(s): NA17NOS4200045
960fc51b86672cc2,2020,733426,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA20NOS4200070_013,high,USAspending CFDA 11.420 award(s): NA20NOS4200070
960fc51b86672cc2,2022,780500,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA22NOS4200071_013,high,USAspending CFDA 11.420 award(s): NA22NOS4200071
960fc51b86672cc2,2023,1017113,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA23NOS4200160_013,high,USAspending CFDA 11.420 award(s): NA23NOS4200160
7ddbc5ef577648ee,2015,503359,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA15NOS4200103_013,high,USAspending CFDA 11.420 award(s): NA15NOS4200103
7ddbc5ef577648ee,2016,494322,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA16NOS4200079_013,high,USAspending CFDA 11.420 award(s): NA16NOS4200079
7ddbc5ef577648ee,2017,528000,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA17NOS4200051_013,high,USAspending CFDA 11.420 award(s): NA17NOS4200051
7ddbc5ef577648ee,2018,557364,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA18NOS4200018_013,high,USAspending CFDA 11.420 award(s): NA18NOS4200018
7ddbc5ef577648ee,2019,605497,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA18NOS4200018_013,high,USAspending CFDA 11.420 award(s): NA18NOS4200018
7ddbc5ef577648ee,2020,594706,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA20NOS4200083_013,high,USAspending CFDA 11.420 award(s): NA20NOS4200083
7ddbc5ef577648ee,2021,619133,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA20NOS4200083_013,high,USAspending CFDA 11.420 award(s): NA20NOS4200083
7ddbc5ef577648ee,2022,710006,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA22NOS4200079_013,high,USAspending CFDA 11.420 award(s): NA22NOS4200079
7ddbc5ef577648ee,2023,781007,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA22NOS4200079_013,high,USAspending CFDA 11.420 award(s): NA22NOS4200079
7ddbc5ef577648ee,2024,683492,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA24NOSX420C0045_013,high,USAspending CFDA 11.420 award(s): NA24NOSX420C0045
acfc1994d0e6cc5e,2015,598000,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA15NOS4200113_013,high,USAspending CFDA 11.420 award(s): NA15NOS4200113
acfc1994d0e6cc5e,2016,644129,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA16NOS4200095_013,high,USAspending CFDA 11.420 award(s): NA16NOS4200095
acfc1994d0e6cc5e,2017,652931,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA17NOS4200049_013,high,USAspending CFDA 11.420 award(s): NA17NOS4200049
acfc1994d0e6cc5e,2018,687129,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA18NOS4200052_013,high,USAspending CFDA 11.420 award(s): NA18NOS4200052
acfc1994d0e6cc5e,2019,776368,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA19NOS4200061_013,high,USAspending CFDA 11.420 award(s): NA19NOS4200061
acfc1994d0e6cc5e,2020,727538,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA20NOS4200062_013,high,USAspending CFDA 11.420 award(s): NA20NOS4200062
acfc1994d0e6cc5e,2021,758125,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA21NOS4200047_013,high,USAspending CFDA 11.420 award(s): NA21NOS4200047
acfc1994d0e6cc5e,2022,780500,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA22NOS4200034_013,high,USAspending CFDA 11.420 award(s): NA22NOS4200034
acfc1994d0e6cc5e,2023,1442113,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/search/?hash=&filters=%7B%22time_period%22%3A%5B%7B%22start_date%22%3A%222022-10-01%22%2C%22end_date%22%3A%222023-09-30%22%7D%5D%2C%22program_numbers%22%3A%5B%2211.420%22%5D%7D,high,USAspending CFDA 11.420 award(s): NA23NOS4200189;NA23NOS4200200; includes supplemental allocation above base
acfc1994d0e6cc5e,2024,880967,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA24NOSX420C0034_013,high,USAspending CFDA 11.420 award(s): NA24NOSX420C0034
d2beef812eb53bc7,2021,798122,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA21NOS4200050_013,high,USAspending CFDA 11.420 award(s): NA21NOS4200050
d2beef812eb53bc7,2022,780500,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA22NOS4200083_013,high,USAspending CFDA 11.420 award(s): NA22NOS4200083
d2beef812eb53bc7,2023,1017113,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA23NOS4200216_013,high,USAspending CFDA 11.420 award(s): NA23NOS4200216
d2beef812eb53bc7,2024,880967,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA24NOSX420C0032_013,high,USAspending CFDA 11.420 award(s): NA24NOSX420C0032
f01f6bcc9502e905,2015,532015,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA15NOS4200121_013,high,USAspending CFDA 11.420 award(s): NA15NOS4200121
f01f6bcc9502e905,2016,571470,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA16NOS4200103_013,high,USAspending CFDA 11.420 award(s): NA16NOS4200103
f01f6bcc9502e905,2017,604950,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA17NOS4200054_013,high,USAspending CFDA 11.420 award(s): NA17NOS4200054
f01f6bcc9502e905,2018,629494,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA18NOS4200070_013,high,USAspending CFDA 11.420 award(s): NA18NOS4200070
f01f6bcc9502e905,2019,649487,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA19NOS4200081_013,high,USAspending CFDA 11.420 award(s): NA19NOS4200081
f01f6bcc9502e905,2020,658720,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA20NOS4200089_013,high,USAspending CFDA 11.420 award(s): NA20NOS4200089
f01f6bcc9502e905,2021,683478,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA21NOS4200066_013,high,USAspending CFDA 11.420 award(s): NA21NOS4200066
f01f6bcc9502e905,2022,712835,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA22NOS4200032_013,high,USAspending CFDA 11.420 award(s): NA22NOS4200032
f01f6bcc9502e905,2023,771474,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA23NOS4200211_013,high,USAspending CFDA 11.420 award(s): NA23NOS4200211
682babf9e6b9ee22,2015,605114,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA15NOS4200139_013,high,USAspending CFDA 11.420 award(s): NA15NOS4200139
682babf9e6b9ee22,2016,709558,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA16NOS4200162_013,high,USAspending CFDA 11.420 award(s): NA16NOS4200162
682babf9e6b9ee22,2017,667500,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA17NOS4200118_013,high,USAspending CFDA 11.420 award(s): NA17NOS4200118
682babf9e6b9ee22,2018,695149,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA18NOS4200119_013,high,USAspending CFDA 11.420 award(s): NA18NOS4200119
682babf9e6b9ee22,2019,755180,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA18NOS4200119_013,high,USAspending CFDA 11.420 award(s): NA18NOS4200119
682babf9e6b9ee22,2020,733113,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA20NOS4200168_013,high,USAspending CFDA 11.420 award(s): NA20NOS4200168
682babf9e6b9ee22,2021,763226,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA20NOS4200168_013,high,USAspending CFDA 11.420 award(s): NA20NOS4200168
682babf9e6b9ee22,2022,856006,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA22NOS4200211_013,high,USAspending CFDA 11.420 award(s): NA22NOS4200211
682babf9e6b9ee22,2023,941607,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA22NOS4200211_013,high,USAspending CFDA 11.420 award(s): NA22NOS4200211
682babf9e6b9ee22,2024,839016,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA24NOSX420C0066_013,high,USAspending CFDA 11.420 award(s): NA24NOSX420C0066
062a60fa77fbac44,2015,585788,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA15NOS4200138_013,high,USAspending CFDA 11.420 award(s): NA15NOS4200138
062a60fa77fbac44,2017,475262,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA17NOS4200115_013,high,USAspending CFDA 11.420 award(s): NA17NOS4200115
062a60fa77fbac44,2018,439624,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA18NOS4200117_013,high,USAspending CFDA 11.420 award(s): NA18NOS4200117
062a60fa77fbac44,2019,770800,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA19NOS4200152_013,high,USAspending CFDA 11.420 award(s): NA19NOS4200152
062a60fa77fbac44,2021,758125,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA21NOS4200138_013,high,USAspending CFDA 11.420 award(s): NA21NOS4200138
062a60fa77fbac44,2022,856006,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA22NOS4200191_013,high,USAspending CFDA 11.420 award(s): NA22NOS4200191
062a60fa77fbac44,2023,941607,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA22NOS4200191_013,high,USAspending CFDA 11.420 award(s): NA22NOS4200191
575fa84330e60c4b,2020,728214,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA20NOS4200093_013,high,USAspending CFDA 11.420 award(s): NA20NOS4200093
575fa84330e60c4b,2021,758125,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA21NOS4200051_013,high,USAspending CFDA 11.420 award(s): NA21NOS4200051
575fa84330e60c4b,2022,780500,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA22NOS4200098_013,high,USAspending CFDA 11.420 award(s): NA22NOS4200098
575fa84330e60c4b,2023,867113,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA23NOS4200217_013,high,USAspending CFDA 11.420 award(s): NA23NOS4200217
575fa84330e60c4b,2024,880967,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA24NOSX420C0052_013,high,USAspending CFDA 11.420 award(s): NA24NOSX420C0052
1ebdb6e51e3d1712,2015,594000,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA15NOS4200141_013,high,USAspending CFDA 11.420 award(s): NA15NOS4200141
1ebdb6e51e3d1712,2016,619308,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA16NOS4200159_013,high,USAspending CFDA 11.420 award(s): NA16NOS4200159
1ebdb6e51e3d1712,2017,608000,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA17NOS4200122_013,high,USAspending CFDA 11.420 award(s): NA17NOS4200122
1ebdb6e51e3d1712,2018,676197,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA18NOS4200151_013,high,USAspending CFDA 11.420 award(s): NA18NOS4200151
1ebdb6e51e3d1712,2019,734591,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA18NOS4200151_013,high,USAspending CFDA 11.420 award(s): NA18NOS4200151
1ebdb6e51e3d1712,2020,703717,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA20NOS4200171_013,high,USAspending CFDA 11.420 award(s): NA20NOS4200171
1ebdb6e51e3d1712,2021,732622,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA20NOS4200171_013,high,USAspending CFDA 11.420 award(s): NA20NOS4200171
1ebdb6e51e3d1712,2022,819995,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA22NOS4200130_013,high,USAspending CFDA 11.420 award(s): NA22NOS4200130
1ebdb6e51e3d1712,2023,901995,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA22NOS4200130_013,high,USAspending CFDA 11.420 award(s): NA22NOS4200130
1ebdb6e51e3d1712,2024,839016,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA24NOSX420C0059_013,high,USAspending CFDA 11.420 award(s): NA24NOSX420C0059
bf2c2c67551f218f,2022,856006,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA22NOS4200126_013,high,USAspending CFDA 11.420 award(s): NA22NOS4200126
bf2c2c67551f218f,2023,941607,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA22NOS4200126_013,high,USAspending CFDA 11.420 award(s): NA22NOS4200126
bf2c2c67551f218f,2024,839016,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA24NOSX420C0058_013,high,USAspending CFDA 11.420 award(s): NA24NOSX420C0058
dd32c151b310b8ae,2015,594000,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA15NOS4200132_013,high,USAspending CFDA 11.420 award(s): NA15NOS4200132
dd32c151b310b8ae,2016,619322,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA16NOS4200122_013,high,USAspending CFDA 11.420 award(s): NA16NOS4200122
dd32c151b310b8ae,2017,633000,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA17NOS4200117_013,high,USAspending CFDA 11.420 award(s): NA17NOS4200117
dd32c151b310b8ae,2018,690000,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA18NOS4200132_013,high,USAspending CFDA 11.420 award(s): NA18NOS4200132
dd32c151b310b8ae,2019,770800,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA19NOS4200103_013,high,USAspending CFDA 11.420 award(s): NA19NOS4200103
dd32c151b310b8ae,2020,728214,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA20NOS4200176_013,high,USAspending CFDA 11.420 award(s): NA20NOS4200176
dd32c151b310b8ae,2021,758125,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA21NOS4200108_013,high,USAspending CFDA 11.420 award(s): NA21NOS4200108
dd32c151b310b8ae,2022,780500,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA22NOS4200147_013,high,USAspending CFDA 11.420 award(s): NA22NOS4200147
dd32c151b310b8ae,2023,1017113,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA23NOS4200247_013,high,USAspending CFDA 11.420 award(s): NA23NOS4200247
dd32c151b310b8ae,2024,880967,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA24NOSX420C0056_013,high,USAspending CFDA 11.420 award(s): NA24NOSX420C0056
4ac94e4e5da49682,2015,591273,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA15NOS4200108_013,high,USAspending CFDA 11.420 award(s): NA15NOS4200108
4ac94e4e5da49682,2016,613513,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA16NOS4200091_013,high,USAspending CFDA 11.420 award(s): NA16NOS4200091
4ac94e4e5da49682,2017,633000,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA17NOS4200046_013,high,USAspending CFDA 11.420 award(s): NA17NOS4200046
4ac94e4e5da49682,2018,690000,NOAA Office for Coastal Management,federal,NERR Section 315 operating allocation,appropriation,https://www.usaspending.gov/award/ASST_NON_NA18NOS4200012_013,high,USAspending CFDA 11.420 award(s): NA18NOS4200012
